"","ï..ST_CASE","STATE_NAME","CITY_NAME","COUNTY_NAME","RUR_URB_NAME","TYP_INT_NAME","TWAY_ID","TWAY_ID2","HARM_EV_NAME","FATALS","DRUNK_DR","VE_TOTAL","VE_FORMS","PVH_INVL","PEDS","PERNOTMVIT","PERMVIT","PERSONS","MONTH_NAME","DAY_WEEK_NAME","WEATHER_NAME","LGT_COND_NAME","LATITUDE","LONGITUD"
"364",121288,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","WINSOR MILL RD","Pedalcyclist",1,0,1,1,0,1,1,1,1,"May","Monday","Clear","Dark - Lighted",28.3613,-82.6955
"365",121364,"FLORIDA","Not Applicable","PASCO","Urban","Four-Way Intersection","CR-1","NEW YORK AVE","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"June","Saturday","Clear","Daylight",28.3751,-82.6584
"366",121453,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","COUNTRY POINT BLVD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"July","Friday","Clear","Daylight",28.2198,-82.3044
"367",121467,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","FLORRIE  MAE LANE","","Other Post, Other Pole, or Other Support",1,0,1,1,0,0,0,1,1,"July","Wednesday","Clear","Daylight",28.4217,-82.2171
"368",121475,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","CR-1","SR-52","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"July","Friday","Cloudy","Daylight",28.331,-82.6662
"369",121536,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","SR-581","SR-54","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"July","Friday","Clear","Daylight",28.2361,-82.3498
"370",121550,"FLORIDA","Not Applicable","PASCO","Rural","T-Intersection","SR-52","HAYS RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"July","Thursday","Cloudy","Daylight",28.3299,-82.569
"371",121552,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","CR-1","","Guardrail Face",1,1,1,1,0,0,0,1,1,"July","Sunday","Clear","Dark - Not Lighted",28.2402,-82.6741
"372",121557,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","Four-Way Intersection","US-19","MAIN ST","Motor Vehicle in Transport",1,1,5,4,1,0,0,4,4,"July","Sunday","Rain","Dark - Lighted",28.2501,-82.7276
"373",121572,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-54","","Motor Vehicle in Transport",1,0,2,2,0,0,0,5,5,"July","Monday","Rain","Daylight",28.2204,-82.2713
"374",121623,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","Four-Way Intersection","US-19","MAIN ST","Pedestrian",1,0,1,1,0,1,1,2,2,"July","Wednesday","Clear","Dark - Lighted",28.2512,-82.7278
"375",121640,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-55","","Pedestrian",1,0,1,1,0,1,1,1,1,"July","Tuesday","Clear","Dark - Lighted",28.3427,-82.6991
"376",121641,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-35","","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"August","Tuesday","Rain","Daylight",28.3432,-82.1713
"377",121642,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-52","","Other Post, Other Pole, or Other Support",1,0,1,1,0,0,0,1,1,"July","Saturday","Cloudy","Daylight",28.3243,-82.3483
"378",121645,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-55","","Pedalcyclist",1,0,1,1,0,1,1,2,2,"August","Wednesday","Clear","Dark - Lighted",28.3434,-82.6991
"379",121746,"FLORIDA","Not Applicable","PASCO","Urban","T-Intersection","US-41","GATOR LANE","Motor Vehicle in Transport",1,0,3,3,0,0,0,5,5,"August","Thursday","Clear","Daylight",28.2623,-82.476
"380",121748,"FLORIDA","Not Applicable","PASCO","Rural","T-Intersection","CR-579","PROSPECT RD","Rollover/Overturn",1,1,1,1,0,0,0,1,1,"August","Wednesday","Clear","Dark - Not Lighted",28.3147,-82.2447
"381",121860,"FLORIDA","Not Applicable","PASCO","Urban","Four-Way Intersection","US-98","TRILBY RD","Motor Vehicle in Transport",2,0,2,2,0,0,0,3,3,"August","Thursday","Clear","Daylight",28.4634,-82.1932
"382",121864,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-301","JORDAN RD","Motor Vehicle in Transport",1,1,2,2,0,0,0,7,7,"August","Saturday","Clear","Daylight",28.3938,-82.1951
"383",121865,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-587","PEGGY MAC LN","Non-Motorist on Personal Conveyance",1,0,1,1,0,1,1,1,1,"August","Wednesday","Clear","Dark - Not Lighted",28.2589,-82.6792
"384",121866,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","NEW YORK AVE","","Pedestrian",1,0,1,1,0,2,2,1,1,"August","Tuesday","Clear","Dark - Not Lighted",28.3752,-82.665
"385",121886,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-54","","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"September","Friday","Rain","Daylight",28.245,-82.2281
"386",121980,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-524","","Curb",1,1,1,1,0,0,0,1,1,"September","Wednesday","Cloudy","Dark - Not Lighted",28.2785,-82.6469
"387",121998,"FLORIDA","PORT RICHEY","PASCO","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Sunday","Clear","Dark - Lighted",28.2774,-82.7193
"388",122024,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Monday","Clear","Dark - Lighted",28.2435,-82.7276
"389",122026,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","CR-587","STARKEY BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Thursday","Clear","Daylight",28.2586,-82.6507
"390",122058,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","US-19","SR-52","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Monday","Clear","Dark - Not Lighted",28.3311,-82.6991
"391",122118,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Sunday","Clear","Dark - Lighted",28.3154,-82.6991
"392",122175,"FLORIDA","Not Applicable","PASCO","Rural","T-Intersection","MAKO DRIVE","OLD DIXIE HIGHWAY","Fell/jumped from Vehicle",1,0,1,1,0,0,0,4,4,"October","Monday","Cloudy","Daylight",28.385,-82.6879
"393",122329,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Tuesday","Clear","Dark - Lighted",28.2509,-82.7276
"394",122382,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","US-19","FLORA AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Friday","Clear","Daylight",28.177,-82.7405
"395",122394,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","Not an Intersection","US-19","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"November","Thursday","Clear","Dark - Lighted",28.2542,-82.7276
"396",122429,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-54","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"November","Sunday","Clear","Dusk",28.1937,-82.5887
"397",122468,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","BOUGENVILLE DR","","Other Fixed Object",1,1,1,1,0,0,0,1,1,"November","Sunday","Clear","Dark - Not Lighted",28.3118,-82.6938
"398",122469,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","PERRINE RANCH RD","","Ditch",1,1,1,1,0,0,0,1,1,"November","Saturday","Clear","Dark - Lighted",28.1953,-82.706
"399",122475,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SHADY HILLS RD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"November","Sunday","Clear","Dawn",28.3398,-82.5447
"400",122492,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Pedestrian",1,0,2,2,0,1,1,3,3,"November","Friday","Clear","Dark - Lighted",28.2932,-82.7095
"401",122556,"FLORIDA","ZEPHYRHILLS","PASCO","Urban","Not an Intersection","39444 S AVE","AIRPORT RD","Pedalcyclist",1,0,1,1,0,1,1,2,2,"November","Thursday","Clear","Dusk",28.23,-82.1673
"402",122583,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"December","Monday","Clear","Daylight",28.3196,-82.3248
"403",122591,"FLORIDA","Not Applicable","PASCO","Urban","Four-Way Intersection","US-19","BEACH BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"November","Sunday","Clear","Dark - Lighted",28.3423,-82.6993
"404",122666,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","T-Intersection","BOUGENVILLE DR","HIBISCUS DR","Fell/jumped from Vehicle",1,0,1,1,0,0,0,1,1,"December","Friday","Clear","Daylight",28.2307,-82.7274
"405",122722,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-34","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"December","Monday","Clear","Daylight",28.1987,-82.399
"406",122867,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","MONTEVERDE DR","","Motor Vehicle in Transport",3,1,2,2,0,0,0,5,5,"December","Saturday","Clear","Dark - Not Lighted",28.4132,-82.5433
"407",123120,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","T-Intersection","US-19","AVERY RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"December","Thursday","Clear","Daylight",28.2623,-82.7277
"408",120040,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","HAYMAN ROAD","","Embankment",1,0,1,1,0,0,0,1,1,"January","Saturday","Clear","Daylight",28.4519,-82.3561
"409",120080,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","ANDERSON SNOW ROAD","","Motor Vehicle in Transport",1,1,4,4,0,0,0,4,4,"January","Friday","Clear","Daylight",28.4415,-82.486
"410",120104,"FLORIDA","Not Applicable","HERNANDO","Urban","Not an Intersection","IVYDALE RD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"March","Tuesday","Clear","Daylight",28.4572,-82.6074
"411",120122,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","OSOWAW BLVD","","Rollover/Overturn",1,0,2,2,0,0,0,2,2,"February","Saturday","Clear","Daylight",28.3994,-82.66
"412",120422,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","MARINER BLVD","","Motor Vehicle in Transport",1,0,3,3,0,0,0,6,6,"January","Sunday","Clear","Daylight",28.4926,-82.5406
"413",120665,"FLORIDA","Not Applicable","HERNANDO","Urban","Not an Intersection","NEFF LAKE RD","","Pedestrian",1,0,1,1,0,4,4,1,1,"April","Friday","Clear","Daylight",28.4818,-82.3195
"414",120715,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","MARINER BLVD","LANDOVER BLVD","Motor Vehicle in Transport",1,0,5,5,0,0,0,7,7,"April","Friday","Clear","Daylight",28.4833,-82.5436
"415",121008,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","SR-50","CR-50","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"May","Thursday","Clear","Dark - Not Lighted",28.5409,-82.462
"416",121017,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","SR-700","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"May","Tuesday","Clear","Dark - Not Lighted",28.5233,-82.2537
"417",121116,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","LINDEN DR","","Culvert",1,1,1,1,0,0,0,1,1,"May","Friday","Clear","Dark - Lighted",28.4748,-82.5473
"418",121148,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","CR-597","","Rollover/Overturn",1,1,1,1,0,0,0,1,1,"May","Wednesday","Clear","Dark - Not Lighted",28.5356,-82.6159
"419",121490,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","SR-50","HIGHPOINT BLVD","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"June","Wednesday","Clear","Daylight",28.5334,-82.5284
"420",121546,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","US-98","CR-491","Motor Vehicle in Transport",2,0,2,2,0,0,0,3,3,"July","Friday","Cloudy","Daylight",28.6509,-82.4469
"421",121721,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","SR-50","CR-484","Motor Vehicle in Transport",1,0,3,3,0,0,0,6,6,"August","Wednesday","Cloudy","Daylight",28.541,-82.462
"422",121820,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","HARROW RD","ELK LN","Other Fixed Object",1,1,1,1,0,0,0,1,1,"August","Thursday","Clear","Daylight",28.4777,-82.5838
"423",121856,"FLORIDA","Not Applicable","HERNANDO","Urban","Not an Intersection","US-19","","Parked Motor Vehicle (Not in Transport)",1,1,2,1,1,0,0,2,2,"August","Tuesday","Clear","Daylight",28.4769,-82.6125
"424",122016,"FLORIDA","Not Applicable","HERNANDO","Urban","Not an Intersection","LAKE LINDSEY RD","","Tree (Standing Only)",1,0,1,1,0,0,0,2,2,"September","Thursday","Cloudy","Daylight",28.6471,-82.2884
"425",122038,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,6,6,0,0,0,10,10,"September","Thursday","Cloudy","Daylight",28.5421,-82.2367
"426",122056,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","KNUCKEY RD","","Rollover/Overturn",2,0,1,1,0,0,0,2,2,"September","Tuesday","Clear","Dark - Not Lighted",28.6356,-82.5458
"427",122453,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","US-301","BUTTERNUT DR","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"November","Friday","Clear","Daylight",28.553,-82.1595
"428",122484,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","SR-50","COASTAL BLVD","Pedestrian",1,0,1,1,0,1,1,1,1,"November","Monday","Rain","Dark - Lighted",28.5337,-82.5052
"429",122507,"FLORIDA","Not Applicable","HERNANDO","Rural","Not an Intersection","US-19","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"November","Wednesday","Clear","Dark - Not Lighted",28.5324,-82.5675
"430",122938,"FLORIDA","Not Applicable","HERNANDO","Rural","Four-Way Intersection","US-19","CORTEZ BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"July","Thursday","Clear","Dark - Lighted",28.5186,-82.5715
"431",120157,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-495","","Mail Box",1,0,1,1,0,0,0,1,1,"January","Sunday","Clear","Dark - Not Lighted",28.9282,-82.5924
"432",120464,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CORBETT AVE","","Pedestrian",1,0,1,1,0,1,1,0,0,"February","Tuesday","Clear","Dark - Not Lighted",28.7988,-82.5083
"433",120508,"FLORIDA","Not Applicable","CITRUS","Urban","Not an Intersection","INDEPENDENCE HIGHWAY","","Pedalcyclist",1,1,1,1,0,2,2,1,1,"March","Sunday","Clear","Daylight",28.8462,-82.3655
"434",120804,"FLORIDA","CRYSTAL RIVER","CITRUS","Rural","T-Intersection","US-19","W POWER LINE ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"April","Thursday","Clear","Daylight",28.9595,-82.6303
"435",120833,"FLORIDA","Not Applicable","CITRUS","Urban","Not an Intersection","SR-44","","Rollover/Overturn",2,1,2,2,0,0,0,4,4,"April","Saturday","Clear","Dark - Not Lighted",28.8534,-82.4977
"436",120836,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","US-98","LARUE DENISE TER","Pedestrian",1,0,1,1,0,1,1,1,1,"April","Wednesday","Clear","Dark - Not Lighted",28.9359,-82.6187
"437",120865,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"April","Sunday","Clear","Dark - Not Lighted",28.9555,-82.6283
"438",121009,"FLORIDA","Not Applicable","CITRUS","Urban","Not an Intersection","US-19","","Utility Pole/Light Support",1,0,1,1,0,0,0,1,1,"April","Tuesday","Clear","Daylight",28.6955,-82.5525
"439",121027,"FLORIDA","Not Applicable","CITRUS","Urban","Not an Intersection","W GROVER CLEVELAND BLVD","","Pedestrian",1,0,1,1,0,1,1,2,2,"May","Saturday","Clear","Dark - Not Lighted",28.8037,-82.566
"440",121028,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-480","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"May","Monday","Clear","Daylight",28.7282,-82.3084
"441",121241,"FLORIDA","Not Applicable","CITRUS","Urban","Four-Way Intersection","US-41","COUNTRY CLUB WAY","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"June","Wednesday","Clear","Dark - Lighted",28.9981,-82.4433
"442",121344,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-488","","Pedestrian",1,0,1,1,0,1,1,1,1,"June","Monday","Clear","Dark - Not Lighted",29.04,-82.4851
"443",121458,"FLORIDA","Not Applicable","CITRUS","Rural","Four-Way Intersection","US-41","CITRUS SPRINGS BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"July","Wednesday","Clear","Daylight",29.0131,-82.4538
"444",121459,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"July","Thursday","Clear","Daylight",29.0237,-82.6692
"445",121468,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-488","","Traffic Sign Support",1,0,1,1,0,0,0,1,1,"July","Wednesday","Clear","Dark - Not Lighted",28.9701,-82.6228
"446",121509,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-491","HOPKINS LN","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"July","Wednesday","Clear","Daylight",28.749,-82.4519
"447",121561,"FLORIDA","Not Applicable","CITRUS","Rural","Four-Way Intersection","CR-491","OAK PARK BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,6,6,"July","Wednesday","Clear","Daylight",28.6984,-82.4514
"448",121720,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-490","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Tuesday","Rain","Daylight",28.8183,-82.5585
"449",121734,"FLORIDA","Not Applicable","CITRUS","Urban","Not an Intersection","SR-44 E","","Motor Vehicle in Transport",1,0,2,2,0,0,0,1,1,"August","Thursday","Clear","Daylight",28.8446,-82.2826
"450",121875,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","CR-495","WAHOO TRAIL","Fence",1,0,1,1,0,0,0,1,1,"July","Friday","Clear","Dark - Not Lighted",29.0299,-82.5661
"451",122277,"FLORIDA","Not Applicable","CITRUS","Rural","T-Intersection","SR-44","TIGHE DR","Motor Vehicle in Transport",1,0,2,2,0,0,0,6,6,"October","Monday","Clear","Daylight",28.8548,-82.3921
"452",122504,"FLORIDA","Not Applicable","CITRUS","Rural","Not an Intersection","US-19","","Ditch",1,0,1,1,0,0,0,1,1,"November","Monday","Cloudy","Daylight",28.7891,-82.5663
"453",122927,"FLORIDA","Not Applicable","CITRUS","Rural","Four-Way Intersection","US-19","6201 SUNCOAST BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"October","Friday","Clear","Dark - Lighted",28.9526,-82.6267
"454",120110,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","RIVER CLUB BLVD","","Utility Pole/Light Support",1,0,1,1,0,0,0,1,1,"February","Monday","Cloudy","Daylight",27.4233,-82.433
"455",120125,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","US-301","63RD AVE","Motor Vehicle in Transport",2,1,2,2,0,0,0,3,3,"February","Wednesday","Clear","Dark - Lighted",27.4291,-82.5303
"456",120130,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","VERNA BETHANY RD","","Motor Vehicle in Transport",1,0,3,3,0,0,0,7,7,"January","Friday","Clear","Daylight",27.4268,-82.2707
"457",120146,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","SR-70 EAST","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"February","Monday","Clear","Daylight",27.3426,-82.1544
"458",120162,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","53RD AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"February","Sunday","Clear","Dark - Lighted",27.4477,-82.5753
"459",120203,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","US-19","TERRA CEIA RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"March","Wednesday","Clear","Dark - Not Lighted",27.5795,-82.5781
"460",120224,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",3,0,2,2,0,0,0,5,5,"February","Thursday","Clear","Dark - Not Lighted",27.4044,-82.4529
"461",120420,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Pedestrian",1,0,1,1,0,1,1,6,6,"January","Sunday","Rain","Dark - Not Lighted",27.4527,-82.5753
"462",120429,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Other Fixed Object",1,0,1,1,0,1,1,1,1,"January","Saturday","Rain","Daylight",27.3964,-82.5632
"463",120430,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","6160 14TH ST","","Non-Motorist on Personal Conveyance",1,0,1,1,0,1,1,1,1,"January","Friday","Cloudy","Daylight",27.4314,-82.5766
"464",120455,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","SR-64","GREYHAWK BLVD","Pedestrian",1,0,1,1,0,1,1,1,1,"February","Tuesday","Fog, Smog, Smoke","Daylight",27.4841,-82.4128
"465",120478,"FLORIDA","Not Applicable","MANATEE","Urban","Roundabout","75TH STREET","SR-70","Curb",1,0,1,1,0,0,0,1,1,"February","Tuesday","Clear","Daylight",27.448,-82.6368
"466",120481,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","THE PARK BLVD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"February","Tuesday","Fog, Smog, Smoke","Daylight",27.39,-82.4786
"467",120626,"FLORIDA","Not Applicable","MANATEE","Rural","Y-Intersection","I-75","I-275","Bridge Pier or Support",1,0,1,1,0,0,0,1,1,"March","Monday","Clear","Dark - Lighted",27.4469,-82.4977
"468",120639,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","US-41","ORLANDO AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"April","Saturday","Clear","Daylight",27.4583,-82.5753
"469",120640,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Rollover/Overturn",1,1,2,2,0,0,0,3,3,"April","Sunday","Clear","Dark - Lighted",27.3977,-82.5635
"470",120648,"FLORIDA","PALMETTO","MANATEE","Urban","Not an Intersection","US-301 N","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"April","Sunday","Clear","Dark - Lighted",27.4876,-82.5629
"471",120687,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","UPPER MANATEE RIVER RD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"April","Wednesday","Clear","Daylight",27.5061,-82.4336
"472",120770,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","US-301","","Concrete Traffic Barrier",1,1,1,1,0,0,0,1,1,"April","Sunday","Clear","Daylight",27.485,-82.5629
"473",120844,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","SR-78","","Traffic Sign Support",1,0,1,1,0,0,0,2,2,"April","Thursday","Clear","Dark - Not Lighted",27.3865,-82.4008
"474",120885,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Motor Vehicle in Transport",1,1,3,3,0,0,0,5,5,"May","Friday","Clear","Dark - Lighted",27.5473,-82.5638
"475",120891,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Utility Pole/Light Support",1,1,1,1,0,0,0,1,1,"May","Thursday","Clear","Dark - Not Lighted",27.4182,-82.5754
"476",120927,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","I-75","","Tree (Standing Only)",1,1,1,1,0,0,0,1,1,"May","Sunday","Cloudy","Dark - Not Lighted",27.4268,-82.4587
"477",121013,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","CR-675","","Rollover/Overturn",1,0,1,1,0,0,0,2,2,"May","Sunday","Cloudy","Dark - Not Lighted",27.567,-82.3794
"478",121018,"FLORIDA","Not Applicable","MANATEE","Rural","T-Intersection","SR-64","RYE RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"May","Thursday","Clear","Daylight",27.4816,-82.4056
"479",121122,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","SR-70 53RD AVE/ONECO RD","","Pedalcyclist",1,0,4,4,0,1,1,5,5,"May","Thursday","Clear","Dark - Not Lighted",27.4478,-82.5466
"480",121125,"FLORIDA","Not Applicable","MANATEE","Urban","T-Intersection","US-41 SR-55","25TH AVE","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"May","Tuesday","Clear","Dark - Lighted",27.4782,-82.563
"481",121153,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","US-301","","Culvert",1,1,1,1,0,0,0,1,1,"June","Friday","Clear","Dark - Not Lighted",27.6433,-82.3887
"482",121165,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","SR-64","LORRAINE ROAD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"June","Thursday","Clear","Daylight",27.4755,-82.396
"483",121254,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","SR-70 53RD AVE/ONECO RD","","Motor Vehicle in Transport",1,0,4,4,0,0,0,6,6,"June","Saturday","Cloudy","Daylight",27.4477,-82.5523
"484",121274,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","US-41","60TH AVE W","Pedestrian",1,0,1,1,0,1,1,2,2,"June","Wednesday","Clear","Daylight",27.4349,-82.5754
"485",121303,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"June","Thursday","Clear","Dusk",27.5454,-82.5643
"486",121329,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","HONORE AVE","UNIVERSITY PKWY","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"June","Monday","Clear","Daylight",27.3885,-82.4638
"487",121394,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","SR-93A","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"May","Thursday","Clear","Daylight",27.5967,-82.5067
"488",121397,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","CR-6","I-75","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"May","Friday","Clear","Daylight",27.6007,-82.5014
